,surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited
7982,Kapustin,545,Germany,Male,33,1,132527,2,0,1,107429,0
7983,Singh,774,France,Female,36,9,114997,1,1,0,75304,0
7984,Yeh,464,France,Male,46,6,161798,1,1,0,182944,0
7985,Genovese,696,Germany,Female,27,2,96129,2,1,1,5983,0
7986,Boyle,667,Spain,Male,45,3,0,2,0,0,163655,0
7987,Blair,812,France,Male,32,5,133050,2,1,0,89385,0
7988,Okagbue,516,France,Male,51,8,120124,2,0,1,168773,0
7989,Khan,645,France,Male,39,8,0,2,0,0,96864,0
7990,Robertson,664,Spain,Male,32,5,133705,1,0,0,134455,0
7991,Tikhonov,427,Spain,Female,39,9,0,2,1,0,28368,0
7992,MacDonald,685,France,Female,40,7,0,2,1,0,103898,0
7993,Ah Mouy,585,France,Female,33,4,152805,1,1,0,63239,0
7994,Barese,519,Germany,Female,21,1,151701,3,1,1,170138,1
7995,Winter-Irving,708,France,Male,67,1,0,2,0,1,3837,0
7996,Wilson,717,France,Female,22,5,112465,1,1,1,92977,0
7997,Fiorentino,465,Germany,Male,24,6,156007,1,1,0,191368,0
7998,Iloerika,829,Germany,Male,28,3,132405,3,1,0,104889,1
7999,Davison,826,France,Male,26,5,142662,1,0,0,60285,0
8000,Hamilton,747,Germany,Male,36,8,102603,2,1,1,180693,0
8001,Nnachetam,707,Spain,Male,32,9,0,2,1,0,126475,0
8002,Blue,590,Spain,Male,37,1,0,2,0,0,133535,0
8003,Madukwe,603,Spain,Male,57,6,105000,2,1,1,87412,1
8004,Mills,615,France,Male,45,5,0,2,1,1,164886,0
8005,Ferrari,634,France,Female,36,1,69518,1,1,0,116238,0
8006,Nixon,716,Germany,Male,41,8,126145,2,1,1,138051,0
8007,Manfrin,647,France,Male,41,4,138937,1,1,1,101617,1
8008,McCartney,591,Germany,Female,44,10,113581,1,1,0,1985,0
8009,Robinson,574,France,Female,34,1,112572,1,0,0,165626,0
8010,Nkemdirim,467,Germany,Male,51,10,114514,2,1,0,177784,1
8012,Kao,747,France,Female,34,10,0,1,1,1,50759,0
8013,Ikechukwu,650,France,Male,32,2,84906,1,1,0,163216,0
8014,Hargreaves,731,Spain,Female,39,2,126816,1,1,1,74850,0
8015,Sievier,638,Germany,Female,26,1,105249,2,1,1,23491,0
8016,Murphy,569,Spain,Male,41,2,0,2,1,0,134272,0
8017,Munro,459,Germany,Male,50,5,109387,1,1,0,155721,0
8018,Donnelly,632,Germany,Male,23,3,122478,1,1,0,147230,1
8019,North,683,France,Female,73,8,137732,2,1,1,133210,0
8020,Cruz,850,France,Female,46,2,157866,1,1,1,18986,0
8021,Sinclair,512,France,Female,41,6,0,1,1,1,100507,0
8022,Vasiliev,616,France,Female,31,3,136789,1,1,0,59346,1
8023,Vasilyeva,664,France,Male,36,1,0,1,1,1,95372,0
8024,Hamilton,694,France,Male,30,10,144684,1,1,1,31805,0
8025,Sung,655,France,Male,24,9,107065,1,1,1,51959,0
8026,Genovesi,607,France,Female,33,8,91301,1,0,1,130824,0
8027,Atkinson,684,Spain,Male,39,4,207034,2,0,0,157694,1
8028,Watterston,763,Spain,Male,37,8,0,2,1,1,933,0
8029,Butters,671,Spain,Male,50,8,0,1,0,1,2560,0
8030,Chien,592,Spain,Male,38,3,0,1,1,1,12905,1
8031,Gorbunova,666,Spain,Female,36,6,0,2,1,0,176692,0
8032,Bulgakov,667,France,Male,34,5,0,2,1,1,102908,0
8033,Steele,850,Spain,Male,36,6,0,2,0,1,41291,0
8034,Polyakova,622,Spain,Male,42,9,0,2,1,0,119127,0
8035,Bull,577,France,Female,30,8,92472,2,0,1,126434,0
8036,Weaver,555,Spain,Male,21,1,0,2,0,0,103901,0
8037,Earl,547,France,Male,62,10,127738,2,1,1,85153,0
8038,Giordano,613,Germany,Female,50,5,101242,2,1,0,12493,0
8039,Begg,672,France,Female,43,4,92599,2,1,1,167336,0
8040,Pickering,624,Spain,Female,36,10,0,2,0,1,186180,0
8041,Fanucci,698,Spain,Female,50,1,97245,4,1,0,88566,1
8042,Chang,606,France,Male,37,6,82373,1,0,0,172526,1
8043,Sopuluchi,720,Spain,Male,31,4,141356,1,0,0,137985,0
8044,Martin,835,France,Male,23,9,0,1,1,0,19793,1
8045,McNaughtan,771,Spain,Female,47,3,72664,2,1,1,107874,0
8046,Stewart,811,France,Female,47,3,123365,2,0,0,171995,0
8047,Reagan,734,Germany,Male,37,5,121898,1,1,0,61829,0
8048,Heller,548,Spain,Male,33,6,0,1,1,1,31728,0
8049,Nwokeocha,652,France,Female,31,3,103696,3,0,0,155221,1
8050,Liu,707,France,Male,33,2,0,2,0,0,130866,0
8051,Sokolova,605,France,Female,56,1,74129,2,1,1,62199,1
8052,Bancroft,623,France,Female,34,9,0,1,1,0,24255,0
8053,Nnanna,686,Germany,Male,29,3,185379,1,1,0,64679,0
8054,Trevisani,525,Germany,Female,47,1,118087,1,1,0,88120,1
8055,Nwachinemelu,657,Spain,Male,41,8,109402,1,1,1,66463,0
8056,Ting,730,Germany,Female,33,7,130367,1,1,0,15142,1
8057,Lo Duca,816,Germany,Female,34,2,108410,2,1,0,102908,0
8058,Marshall,484,France,Female,50,2,90408,2,0,0,48170,0
8059,Band,728,France,Female,34,6,90425,2,1,1,11597,0
8060,Ferri,730,Spain,Female,39,6,140094,1,1,0,172450,1
8061,Carter,477,Spain,Male,31,9,0,2,0,1,184061,0
8062,Wilson,663,Germany,Female,46,6,95439,1,1,1,21038,1
8063,Connor,549,Germany,Male,34,6,204017,2,1,0,109538,0
8064,Reid,714,Spain,Male,29,9,0,2,1,0,129192,0
8065,Sandefur,430,Germany,Male,49,3,137115,1,1,0,146516,1
8066,Bidwill,504,Germany,Male,43,5,134740,1,1,0,181430,0
8067,Cone,530,France,Female,29,5,0,2,0,0,121451,0
8068,Saunders,619,Germany,Male,29,4,98955,1,0,1,131712,0
8069,Liardet,617,Germany,Male,44,9,49157,2,1,0,53294,0
8070,Wilkes,791,Germany,Male,31,1,130240,1,0,0,96546,0
8071,Martin,609,France,Male,48,1,108019,3,1,1,184524,1
8072,Boni,780,Germany,Male,51,4,126725,1,1,0,195259,1
8073,Patel,777,Germany,Female,34,5,96693,1,1,1,172618,0
8074,Howell-Price,817,Germany,Female,27,7,129810,1,1,1,59259,0
8075,Simpson,850,France,Male,58,8,156652,1,0,0,25899,1
8076,Rowland,732,France,Female,36,9,0,1,0,0,3749,1
8077,Barnard,693,France,Male,40,4,130661,1,1,1,101918,0
8078,Nnonso,576,France,Female,50,8,0,2,1,1,57802,0
8079,Rossi,643,France,Male,37,6,0,2,0,0,142454,0
8080,Pendred,757,France,Male,47,3,130747,1,1,0,143829,0
8081,Martin,569,Germany,Male,30,6,106629,1,0,1,44114,0
8082,No information avilable,772,Spain,Male,37,3,97245,1,1,1,186948,0
8083,Miller,576,Germany,Male,29,7,130575,1,0,1,173629,0
8084,Afamefula,608,Germany,Male,28,4,96679,1,1,1,49133,0
8085,Sims,794,France,Male,33,0,0,2,0,0,178122,0
8086,Knight,593,France,Male,50,6,171740,1,0,0,20893,0
8087,Obijiaku,597,Spain,Male,37,1,0,2,1,0,41303,0
8088,Hopkins,541,Germany,Female,39,9,100116,1,1,1,199808,1
8089,Onio,692,Germany,Male,24,2,120596,1,0,1,180490,0
8090,Black,697,France,Female,48,1,0,2,1,1,87400,0
8091,Eluemuno,768,France,Male,29,2,95984,2,1,1,73686,0
8092,Doyle,802,France,Male,38,1,142557,1,1,1,172497,0
8093,Onyemere,584,France,Male,47,5,0,2,1,0,89286,0
8094,Rahman,614,Spain,Male,66,2,0,2,0,1,180082,0
8095,Su,850,Germany,Female,36,6,143644,1,1,0,22102,1
8097,Ferguson,626,France,Female,52,0,0,2,1,0,32159,1
8098,Samaniego,770,France,Female,68,2,183555,1,0,0,159557,1
8099,Onwumelu,633,France,Male,38,2,91902,2,1,1,107673,0
8100,Young,663,France,Male,40,6,156218,1,0,1,33607,0
8101,Mazzi,581,France,Female,43,5,93259,3,1,0,141035,1
8102,Toscano,561,Germany,Female,45,2,168085,2,0,1,115719,0
8103,Walton,479,Germany,Male,51,1,107714,3,1,0,86128,1
8104,Chiang,769,France,Female,31,6,117852,2,1,0,147668,0
8105,Burgos,659,Spain,Male,60,2,0,1,1,0,177480,1
8106,Spinelli,590,Spain,Male,51,10,84474,2,1,1,190937,0
8107,Lung,560,France,Male,50,3,0,2,1,0,84531,0
8108,Noble,437,Germany,Male,35,6,126803,2,1,1,161133,0
8109,Pai,661,France,Female,34,0,0,2,1,0,185555,0
8110,Chigozie,677,Germany,Female,36,10,68806,1,1,0,33075,0
8111,Peavy,560,France,Female,31,3,115141,1,1,0,39806,0
8112,Yermakov,578,France,Female,35,2,0,2,0,1,26389,0
8113,Burton,421,Spain,Male,34,6,90723,1,1,1,12162,0
8114,Costa,492,Germany,Female,49,2,151249,2,1,1,167237,0
8115,Pugliesi,545,France,Female,32,6,0,2,1,1,52067,0
8116,Lindell,640,Germany,Female,43,9,94752,1,1,0,184006,1
8117,Sorenson,624,Spain,Female,34,6,0,1,1,0,582,1
8118,Arcuri,577,Spain,Male,28,7,0,1,1,0,143274,0
8119,Banks,704,France,Male,31,5,132084,3,1,1,54474,1
8120,Parry,523,France,Male,45,5,0,2,1,1,121428,0
8121,Cockett,793,France,Male,35,2,0,2,1,1,79704,0
8122,Galkina,564,France,Female,53,2,45472,1,1,1,41055,1
8123,Su,711,France,Male,33,1,0,1,0,0,41590,0
8124,Marino,791,Germany,Female,33,10,130229,2,0,0,54019,1
8125,Spears,629,Germany,Female,38,9,123948,1,1,0,76053,0
8126,Cunningham,729,Germany,Male,39,6,127415,1,1,1,184977,1
8127,Taylor,651,Germany,Male,35,8,110067,1,1,0,127678,1
8128,Chiazagomekpere,695,Spain,Male,39,4,65521,1,1,1,1243,0
8129,Hardacre,847,Spain,Male,31,5,0,2,1,1,76326,0
8130,Maslow,704,France,Male,47,5,0,2,1,1,145338,0
8131,Scott,613,Germany,Male,33,3,155736,2,1,1,57751,0
8132,Wakelin,692,Spain,Female,29,4,0,2,0,0,138880,0
8133,Esposito,720,France,Female,34,3,118307,2,1,1,136120,0
8134,Shah,577,France,Male,41,6,0,1,1,1,167621,0
8135,Chukwufumnanya,710,Germany,Female,24,7,103099,2,1,0,173276,0
8136,Fleming,716,France,Male,38,1,0,2,1,1,99661,0
8137,Lori,410,France,Male,33,6,125789,1,0,0,66333,1
8138,Kennedy,584,Germany,Female,36,4,109646,1,1,1,70240,0
8139,Walters,792,France,Male,30,1,127187,1,1,1,113553,0
8140,Han,605,France,Female,36,6,0,1,0,1,690,0
8141,Lawrence,486,Spain,Male,24,1,0,1,1,0,98802,0
8142,Cooke,615,France,Male,41,4,130385,1,0,1,130661,0
8143,Wan,676,France,Male,23,1,107787,1,0,1,116378,0
8144,Lo Duca,571,France,Male,34,1,99325,2,0,1,186052,0
8145,Yermakova,850,France,Female,37,9,0,1,0,0,100101,0
8146,Combs,717,France,Male,48,7,123764,1,1,1,169952,0
8147,Chien,642,Germany,Female,39,8,128264,1,1,0,61792,1
8148,Meng,780,Spain,Male,37,7,86006,1,1,1,37973,0
8149,Calabresi,492,Germany,Female,38,8,57068,2,1,0,188974,0
8150,Stevenson,760,Germany,Male,29,5,103607,2,0,1,86334,0
8151,Davidson,500,Spain,Male,40,1,99004,1,1,1,152845,0
8152,Ch'in,654,Spain,Female,36,2,0,2,1,1,146652,0
8153,Rose,606,Spain,Female,25,3,147386,3,1,0,45482,1
8154,Ch'ien,367,Spain,Male,42,6,93608,1,1,0,168816,1
8155,Artyomova,799,Spain,Male,38,2,0,2,1,1,59297,0
8156,Mayrhofer,434,Germany,Male,71,9,119496,1,1,0,125848,0
8157,Yefremov,719,Spain,Female,32,7,0,1,0,0,76264,0
8158,Kosovich,641,France,Female,37,2,0,2,1,0,3939,0
8159,Lu,461,Spain,Female,25,5,0,2,1,1,15306,0
8160,Taplin,790,Germany,Female,25,5,152885,1,1,0,58214,0
8161,Ebelechukwu,588,France,Male,31,4,99607,2,0,1,35877,0
8162,Fleming,621,France,Male,27,4,137003,1,1,0,21254,0
8163,Yefimov,768,Germany,Male,48,3,122831,1,1,1,24533,1
8164,Andreyeva,681,Spain,Male,38,2,99811,2,1,0,23531,0
8165,Pickering,606,Spain,Male,37,8,154712,2,1,0,89099,0
8166,Allan,542,France,Male,37,8,0,1,1,1,807,0
8167,Wang,713,Germany,Female,24,7,147687,1,1,1,121592,0
8168,Reynolds,597,Spain,Female,33,2,0,2,1,1,4700,0
8169,Hales,635,France,Male,27,3,127009,1,1,0,161909,0
8170,No information avilable,599,Germany,Male,61,1,124737,1,0,1,90389,1
8171,Rowley,496,Spain,Female,44,0,179356,2,1,0,2919,1
8172,Chia,759,Spain,Male,31,8,0,2,1,1,99086,0
8173,Moore,757,Germany,Male,31,1,127320,3,1,0,163170,0
8174,Copeland,564,Spain,Male,31,0,125175,1,1,1,72757,0
8175,Rishel,561,France,Female,22,6,186788,2,1,0,73286,0
8176,Wan,702,France,Male,40,3,148556,1,0,1,146056,0
8177,Eluemuno,678,Germany,Female,40,8,128644,1,0,0,167673,0
8178,Hsia,707,France,Female,46,7,127476,1,1,1,146011,0
8179,Kelly,610,France,Female,27,9,159561,1,0,1,103381,0
8180,Muir,744,France,Male,42,1,97245,1,1,1,83022,0
8181,McIntyre,598,France,Male,28,8,129991,2,0,1,46041,0
8182,Donaldson,562,Spain,Male,37,5,0,1,0,1,182843,0
8183,Wright,621,Spain,Female,59,2,0,2,1,1,171364,0
8184,Uvarova,659,France,Female,50,3,0,1,1,0,183399,1
8185,Doherty,722,Germany,Female,40,6,89175,2,0,1,152883,0
8186,Allen,606,France,Female,39,3,0,2,1,0,50560,1
8187,Ma,603,Spain,Female,39,5,162390,2,1,0,54702,0
8188,Tucker,506,Germany,Female,59,3,190353,1,1,0,78365,0
8189,Ch'eng,715,France,Male,21,8,0,2,1,0,68666,0
8190,No information avilable,690,France,Male,47,2,0,2,1,0,151375,0
8191,No information avilable,644,France,Female,40,10,139180,1,1,1,19959,0
8193,Esomchi,592,France,Female,66,5,149950,1,1,1,76267,0
8194,Lorenzo,632,France,Male,42,4,126115,1,1,0,100998,0
8195,Pirogov,577,Germany,Female,59,7,111396,1,0,1,191070,0
8196,Larkin,588,France,Male,30,3,115007,1,0,0,176858,0
8197,Eddy,617,France,Male,54,6,102141,1,1,1,45325,0
8198,Sells,668,Spain,Female,36,3,133686,1,1,0,190958,1
8199,Crawford,810,France,Male,32,9,120879,2,0,1,78896,0
8200,Bezrukov,767,Spain,Male,47,5,0,1,1,0,121964,1
8201,Mancini,718,Spain,Female,49,10,82321,1,0,1,11144,0
8202,Iadanza,589,Spain,Female,27,4,0,2,1,0,144181,0
8203,Wilkinson,778,Spain,Male,33,5,116474,2,1,1,32757,0
8204,P'eng,724,France,Female,34,3,132352,1,1,0,80320,0
8205,St Clair,477,Germany,Female,39,4,182491,1,1,0,185830,0
8206,Preston,580,France,Male,34,6,0,2,1,1,160095,0
8207,Findlay,566,Spain,Male,63,2,120787,2,1,1,52198,0
8208,Nixon,711,France,Female,29,3,130181,2,1,0,31811,0
8209,Gorshkov,706,Germany,Male,32,5,88348,2,1,1,104181,0
8210,Chukwubuikem,703,Spain,Male,31,6,0,2,1,1,67667,0
8211,Medvedeva,679,Germany,Male,39,2,146186,2,1,1,193974,0
8212,Chukwuhaenye,603,France,Male,32,7,0,1,1,0,198055,1
8213,Endrizzi,598,Spain,Male,34,0,104488,1,0,1,43249,0
8214,Ch'ang,836,Germany,Female,32,4,109196,2,1,0,55218,0
8215,Piccio,687,France,Female,61,7,80538,1,1,0,131305,1
8216,Lockington,704,Germany,Male,41,4,109026,2,1,1,43117,0
8217,Seleznyov,605,Germany,Male,37,2,61319,1,0,1,186655,0
8218,Weston,516,France,Female,40,9,0,2,0,1,33266,0
8219,Groom,572,France,Female,39,2,0,2,1,1,555,0
8220,Manfrin,557,France,Male,42,6,177822,1,1,0,150944,1
8221,Robertson,443,Germany,Male,59,4,110939,1,1,0,72846,1
8222,Ch'ang,604,Germany,Male,25,7,165413,1,1,1,35279,0
8223,Lucchesi,483,France,Male,27,1,77805,1,1,1,2101,0
8224,Cambage,702,France,Male,50,3,0,1,0,0,94949,0
8225,Tan,670,Spain,Female,57,3,175575,1,1,0,99061,1
8226,Tao,804,Spain,Female,38,3,124197,1,1,0,74692,0
8227,Hsieh,850,France,Female,30,3,0,2,1,0,116692,0
8228,Burdekin,554,France,Female,39,10,160132,1,1,0,32824,0
8229,Longo,588,Germany,Female,37,7,70258,2,1,0,139607,0
8230,Maughan,758,Germany,Male,32,4,162657,2,1,1,115525,0
8231,Franz,787,Germany,Male,43,0,132217,1,1,0,20955,1
8232,Piazza,582,Spain,Male,25,9,148042,2,1,0,52341,0
8233,Morant,633,Spain,Female,33,4,92855,1,1,1,159813,0
8234,Becher,766,Germany,Male,47,9,129289,1,1,0,169935,1
8235,Lombardi,564,Spain,Male,37,9,100252,1,1,1,146033,0
8236,Loton,602,Spain,Male,37,3,107592,2,0,1,153122,0
8237,Conti,649,France,Male,39,3,113096,1,1,1,60335,0
8238,Sani,679,Spain,Female,40,7,0,2,1,1,163757,0
8239,Lori,639,Spain,Male,34,7,149940,1,0,0,156648,0
8240,Wong,790,Germany,Male,50,8,121438,1,1,1,176471,1
8241,Lombardi,565,France,Male,32,9,0,2,1,0,5388,0
8242,Obialo,478,France,Female,50,2,0,1,0,1,93332,1
8243,Mazzi,825,France,Male,29,3,97245,2,0,1,71192,0
8244,Von Doussa,528,Spain,Female,32,0,68138,1,1,1,170309,0
8245,Miller,577,Spain,Male,35,5,110080,1,1,1,109794,0
8246,Miracle,663,France,Male,24,7,0,2,1,1,166310,0
8247,Su,505,Germany,Female,25,5,114268,2,1,1,126728,0
8248,Wyatt,633,Germany,Male,29,6,117412,1,0,0,30338,0
8249,Anayolisa,586,France,Female,38,6,0,2,1,1,37935,0
8250,Wade,850,France,Female,35,9,0,2,0,0,25329,0
8251,Enemuo,629,Germany,Female,37,1,35549,2,0,0,49676,0
8252,Bruno,744,France,Male,56,9,0,2,1,1,169498,0
8253,Greece,750,France,Male,36,7,136492,3,1,1,26500,1
8254,Yang,637,Germany,Male,28,3,123675,1,1,1,166458,0
8255,Brown,575,France,Female,40,1,139532,1,1,0,181294,0
8256,Anderson,671,Spain,Male,58,1,178713,1,1,1,21768,0
8257,Johnston,571,France,Male,40,5,0,2,0,0,72849,0
8258,Zakharov,590,France,Male,41,1,89086,1,1,0,24499,0
8259,Golibe,619,Spain,Male,38,3,96143,1,0,0,98994,0
8260,Nikitina,640,Germany,Female,30,5,32197,1,0,1,141446,0
8261,Leonard,670,France,Male,38,7,0,2,1,1,77864,0
8262,Burns,737,France,Female,33,4,0,2,1,0,115115,0
8263,Burtch,555,Spain,Male,32,10,0,2,0,1,168605,0
8264,Clark,742,France,Male,33,6,0,2,0,0,38550,0
8265,Woodward,618,Germany,Female,40,0,140306,1,1,0,160618,1
8266,Spencer,560,France,Male,35,1,0,2,1,0,3701,0
8267,Chao,654,France,Male,38,8,97245,2,1,0,88659,0
8268,Costa,787,Germany,Female,42,2,74483,2,0,1,44273,0
8269,McLachlan,611,France,Female,53,7,0,2,0,1,156495,1
8270,Hung,559,Spain,Male,34,0,0,1,1,0,182988,0
8271,Akhtar,481,France,Female,37,8,152303,2,1,1,175082,0
8272,Toscani,753,Germany,Male,32,5,159904,1,1,0,148811,0
8273,Gray,675,France,Male,32,1,0,3,1,0,85901,0
8274,Warren,748,Germany,Female,31,1,99557,1,1,0,199255,0
8275,Ramsden,610,Spain,Female,46,5,116886,1,0,0,107973,0
8276,Bartlett,580,Spain,Male,32,9,142188,2,0,1,128028,0
8278,Kisch,709,France,Female,36,8,0,2,1,1,69676,0
8279,Mai,605,France,Female,34,2,0,1,0,0,35982,0
8280,McGregor,706,Spain,Male,53,7,0,2,0,1,117939,0
8281,Pinto,567,Spain,Male,40,8,28649,1,1,1,95140,0
8282,Newman,747,France,Female,21,4,81025,2,1,0,167682,0
8283,Pagnotto,664,France,Male,57,1,0,2,1,1,56562,0
8284,Williams,711,France,Female,39,3,152462,1,1,0,90305,0
8285,Ndubuisi,609,France,Male,25,10,0,1,0,1,109895,0
8286,Plummer,632,Spain,Male,28,7,155519,1,1,0,1843,0
8287,Chimezie,725,France,Female,36,1,118851,1,1,1,102747,0
8288,Nash,850,France,Female,34,9,92899,2,1,0,97465,0
8289,Onochie,682,France,Male,40,4,0,1,0,1,105352,0
8290,Rizzo,797,France,Male,37,4,75263,1,1,0,85801,0
8291,Boni,668,Spain,Male,38,1,147904,1,1,1,69370,0
8292,Davies,783,Germany,Female,41,5,106640,1,1,0,176945,0
8293,Lu,766,Germany,Female,37,4,90696,1,0,1,21597,0
8294,Burrows,704,Spain,Female,36,2,175509,2,1,0,152039,0
8295,Ershova,722,France,Male,40,6,0,2,1,1,111893,0
8296,Udokamma,692,France,Female,34,7,0,2,1,0,195074,0
8297,Aitken,584,France,Female,35,2,114321,2,0,0,15959,0
8298,Turnbull,644,Germany,Male,51,4,95560,1,0,0,72628,1
8299,Reilly,598,Germany,Female,50,5,88379,3,0,1,64157,1
8300,Hardy,733,Germany,Male,48,7,85915,1,1,1,23860,0
8301,Brookman,615,Germany,Male,58,3,97245,1,1,1,85687,1
8302,Kerr,850,France,Female,39,2,0,2,1,0,179451,0
8303,McBurney,521,France,Male,43,8,0,1,1,1,93180,0
8304,Mickey,675,France,Male,69,1,0,2,1,0,157097,0
8305,Harrison,746,France,Male,58,3,0,3,1,1,80344,1
8306,Olszewski,770,France,Female,33,4,0,1,1,0,26080,1
8307,Chijioke,618,France,Male,30,3,133844,1,1,1,31406,0
8308,Young,556,France,Male,36,7,154872,2,1,1,32044,0
8309,Bellasis,749,France,Female,27,9,0,2,1,0,132734,0
8310,De Mestre,702,Spain,Male,43,6,116121,1,1,0,61602,0
8311,De Luca,555,Germany,Male,42,6,107104,1,1,1,41304,1
8312,Mundy,587,France,Male,47,6,71026,1,1,0,57962,0
8313,Tung,639,France,Male,38,3,0,1,1,0,42862,0
8314,Donahue,643,France,Male,33,4,0,2,1,1,152992,0
8315,Okagbue,600,France,Female,41,1,0,2,1,1,91193,0
8316,Nnaemeka,651,France,Male,37,7,0,2,1,1,130132,0
8317,Verjus,666,France,Female,27,4,0,2,0,0,88751,0
8318,No information avilable,520,France,Female,39,6,145644,1,0,0,104118,0
8319,Napolitani,650,Spain,Female,50,7,129667,1,0,0,42028,0
8320,Ginikanwa,564,Germany,Male,33,3,109341,1,1,0,75632,0
8321,Spaull,586,France,Male,64,1,0,2,1,1,53710,0
8322,Siciliani,617,France,Female,35,5,0,2,0,1,13066,0
8323,Voronina,712,Spain,Female,30,6,0,2,1,0,152417,0
8324,Tang,654,France,Male,55,3,87485,1,1,1,3299,0
8325,Crumbley,605,France,Male,27,9,0,2,1,0,198091,0
8326,Hamilton,491,France,Female,36,0,53369,1,1,1,103934,0
8327,Piazza,707,France,Female,37,9,0,2,1,1,70403,0
8328,Birch,638,Spain,Male,34,5,146679,1,1,0,102179,0
8329,Custance,683,France,Male,43,2,112499,2,1,0,30375,0
8330,Anayochukwu,815,Spain,Female,38,2,48387,1,1,0,184796,0
8331,Galkin,645,Spain,Male,38,1,68079,1,0,1,166264,0
8332,Adams,645,Germany,Male,49,4,160133,1,0,1,88391,0
8333,Toomey,683,France,Male,30,4,66190,1,1,1,115186,0
8334,Marshall-Hall,705,France,Female,37,10,0,2,1,1,13935,1
8335,Shen,647,France,Male,35,4,123761,1,1,0,83910,0
8336,Pagnotto,786,Germany,Female,33,0,122325,1,0,0,34712,1
8337,Wood,534,France,Male,41,9,0,2,1,0,13871,0
8338,More,602,Spain,Female,42,1,138912,1,1,1,139494,0
8339,Piccio,695,France,Female,42,0,0,2,0,1,140724,0
8340,Tochukwu,553,Germany,Female,25,7,128524,2,1,0,20682,0
8341,Graham,516,Spain,Female,31,3,0,2,1,0,124202,0
8342,Tung,655,France,Female,34,3,0,2,1,0,159638,0
8343,P'eng,849,Germany,Female,49,9,132934,1,1,0,171056,1
8344,Nevzorova,520,Germany,Male,43,3,150805,3,0,1,25333,1
8345,Toscani,568,Spain,Female,46,3,0,2,1,1,29372,0
8346,McKenzie,695,Spain,Male,32,9,0,3,0,1,38533,0
8348,Morley,642,Germany,Female,36,2,124495,3,1,1,57904,1
8349,Kerr,703,Germany,Male,39,1,141559,1,1,1,31257,1
8350,Harding,556,France,Male,38,2,114756,1,1,0,193214,0
8351,Butler,585,France,Female,30,6,0,2,1,1,137757,0
8352,Crawford,587,Germany,Female,49,7,155393,2,1,0,13308,1
8353,Brown,524,Spain,Female,32,6,0,1,1,1,132861,1
8354,Greece,556,Germany,Female,31,1,128663,2,1,0,125083,0
8355,Matthews,504,Spain,Male,44,4,113522,1,1,1,12405,0
8356,Heath,731,Spain,Female,26,3,0,2,1,0,37697,0
8357,Vincent,651,France,Male,34,3,0,2,1,1,105599,0
8358,Sal,675,Spain,Female,40,8,79035,1,1,0,142783,1
8359,Milne,657,Spain,Female,22,6,97245,3,0,1,168412,1
8360,Bazile,686,Germany,Male,33,9,141918,2,0,1,184036,0
8361,Wardle,690,France,Female,35,9,107944,2,0,0,48478,0
8362,Lilly,567,France,Male,36,7,0,2,0,1,3896,0
8363,Aitken,557,Germany,Male,57,1,120043,1,1,0,132370,1
8364,Enderby,446,Spain,Female,45,10,125191,1,1,1,128260,1
8365,Chiu,850,France,Male,31,1,96399,2,1,0,106534,0
8366,Ugorji,637,France,Male,41,2,0,2,0,1,102515,0
8367,Sharpe,499,France,Male,60,7,76961,2,1,1,83643,0
8368,Houghton,622,Germany,Female,37,7,98675,1,1,0,138906,1
8369,Konovalova,684,Germany,Male,37,1,126817,2,1,1,29995,1
8370,Patel,612,France,Male,32,3,121394,1,1,0,164081,0
8371,Ngozichukwuka,813,Germany,Female,29,5,106059,1,0,0,187976,1
8372,Medland,850,Germany,Male,44,2,112755,2,0,0,158171,0
8373,Padovano,795,Spain,Male,29,4,0,2,0,0,155711,0
8374,Tsui,628,Spain,Female,55,7,0,3,1,0,85890,1
8375,No information avilable,565,Germany,Female,38,7,145400,2,1,1,83844,0
8376,Denman,601,France,Male,39,3,72647,1,1,0,41777,1
8377,Ratten,802,Spain,Male,40,4,0,2,1,1,81908,0
8378,Baxter,614,Germany,Female,37,6,96340,2,1,1,139377,1
8379,Norman,434,Spain,Male,55,6,0,1,0,1,73562,1
8380,Shen,522,Germany,Male,32,8,97245,2,1,1,165786,0
8381,Reilly,550,Germany,Male,36,2,113877,2,1,0,174921,0
8382,Ifeanacho,599,Spain,Male,25,3,0,2,1,1,120790,0
8383,Graham,493,France,Female,36,5,148667,2,1,0,56092,0
8384,Lysaght,755,France,Male,34,3,0,2,1,1,158816,0
8385,T'ang,605,France,Female,62,4,111065,2,0,1,125660,0
8386,Abron,708,France,Male,41,0,0,1,1,0,128400,0
8387,Chimaraoke,699,France,Male,44,8,158697,1,1,0,107181,0
8388,No information avilable,763,France,Female,53,4,0,1,1,0,77203,1
8389,Sergeyeva,743,Spain,Male,25,6,0,2,1,0,129740,0
8390,Ma,660,France,Female,48,0,90044,2,0,1,187604,1
8391,Obiajulu,619,Germany,Male,38,10,84651,1,1,1,184754,0
8392,Belcher,739,Germany,Male,37,3,102128,1,1,0,63981,1
8393,No information avilable,769,Germany,Male,60,9,148846,1,1,0,192831,1
8394,Brown,692,France,Male,69,10,154953,1,1,1,70849,0
8395,Abernathy,560,France,Female,30,0,108883,1,1,0,27914,0
8396,Pape,607,France,Female,48,4,112070,3,1,0,173568,1
